true_labels,predicted_labels,probabilities
6,2,"[0.17701879143714905, 0.12622271478176117, 0.2000606656074524, 0.15556074678897858, 0.07280073314905167, 0.08044405281543732, 0.059043776243925095, 0.05524435266852379, 0.07360415905714035]"
7,2,"[0.1769893914461136, 0.12621407210826874, 0.20003128051757812, 0.15557743608951569, 0.07282176613807678, 0.08044791221618652, 0.05904410406947136, 0.05525051802396774, 0.07362346351146698]"
6,2,"[0.17696861922740936, 0.12620872259140015, 0.20000970363616943, 0.15558835864067078, 0.07283657044172287, 0.08045119792222977, 0.059043895453214645, 0.0552547387778759, 0.0736382007598877]"
6,2,"[0.17695781588554382, 0.12620562314987183, 0.19999900460243225, 0.15559443831443787, 0.07284433394670486, 0.08045276254415512, 0.0590437576174736, 0.05525681748986244, 0.07364538311958313]"
2,3,"[0.1430736929178238, 0.12517334520816803, 0.1454206258058548, 0.15442340075969696, 0.0879196748137474, 0.08727771043777466, 0.06164487078785896, 0.06980504095554352, 0.12526161968708038]"
2,3,"[0.1430736929178238, 0.12517334520816803, 0.1454206258058548, 0.15442340075969696, 0.0879196748137474, 0.08727771043777466, 0.06164487078785896, 0.06980504095554352, 0.12526161968708038]"
2,3,"[0.14303848147392273, 0.12512362003326416, 0.1454206258058548, 0.15447069704532623, 0.0879770889878273, 0.08725781738758087, 0.06167019158601761, 0.06982872635126114, 0.1252126842737198]"
2,3,"[0.14301134645938873, 0.1250852793455124, 0.14544333517551422, 0.15450435876846313, 0.08804059028625488, 0.08725445717573166, 0.06167084351181984, 0.06983016431331635, 0.1251596063375473]"
2,3,"[0.14302964508533478, 0.1251116693019867, 0.14541102945804596, 0.1544800102710724, 0.08798579126596451, 0.08724600076675415, 0.06168520450592041, 0.0698445737361908, 0.12520603835582733]"
2,3,"[0.1430499106645584, 0.12514011561870575, 0.14543576538562775, 0.15445567667484283, 0.08796901255846024, 0.0872747004032135, 0.0616476945579052, 0.06980666518211365, 0.12522044777870178]"
4,3,"[0.1429658830165863, 0.1250186562538147, 0.1454925239086151, 0.1545671820640564, 0.0881529301404953, 0.08725624531507492, 0.06166349723935127, 0.0698208212852478, 0.1250622719526291]"
5,3,"[0.14303085207939148, 0.1251090168952942, 0.14546458423137665, 0.15448258817195892, 0.08802548050880432, 0.08727492392063141, 0.061643026769161224, 0.0698016807436943, 0.12516778707504272]"
3,3,"[0.14306075870990753, 0.12514641880989075, 0.14549614489078522, 0.15444731712341309, 0.08800195157527924, 0.0873061940073967, 0.06160026788711548, 0.06975875049829483, 0.12518222630023956]"
2,3,"[0.14299999177455902, 0.12507005035877228, 0.1454404592514038, 0.15451712906360626, 0.08805804699659348, 0.08724593371152878, 0.061681147664785385, 0.06984122097492218, 0.1251460313796997]"
2,3,"[0.1430445909500122, 0.12513570487499237, 0.14541380107402802, 0.15446020662784576, 0.08795977383852005, 0.08726167678833008, 0.06166652590036392, 0.06982594728469849, 0.12523171305656433]"
0,3,"[0.14305803179740906, 0.1251402497291565, 0.14554087817668915, 0.15445472300052643, 0.08803930133581161, 0.08733101934194565, 0.0615650936961174, 0.06972233206033707, 0.12514829635620117]"
2,3,"[0.1430540829896927, 0.12513963878154755, 0.14547409117221832, 0.15445414185523987, 0.0879950076341629, 0.08729209005832672, 0.061620645225048065, 0.06977925449609756, 0.1251910924911499]"
3,3,"[0.1430542916059494, 0.1251383125782013, 0.14553388953208923, 0.15445731580257416, 0.08803822845220566, 0.08732885122299194, 0.061568934470415115, 0.06972675025463104, 0.1251533478498459]"
3,3,"[0.1430407464504242, 0.1251276135444641, 0.1454215943813324, 0.1544669270515442, 0.08797378838062286, 0.0872606486082077, 0.0616665780544281, 0.06982551515102386, 0.12521664798259735]"
2,3,"[0.14301829040050507, 0.12509621679782867, 0.14543960988521576, 0.15449471771717072, 0.08802541345357895, 0.08725788444280624, 0.06166722998023033, 0.06982682645320892, 0.12517385184764862]"
0,3,"[0.14307212829589844, 0.1251600980758667, 0.14551155269145966, 0.15443634986877441, 0.08799415081739426, 0.08732107281684875, 0.06158086657524109, 0.06973796337842941, 0.12518584728240967]"
3,3,"[0.1430387943983078, 0.1251210719347, 0.1454700529575348, 0.15447266399860382, 0.08801509439945221, 0.08728471398353577, 0.06163070723414421, 0.06978932023048401, 0.12517766654491425]"
2,3,"[0.14305250346660614, 0.1251516193151474, 0.1453738510608673, 0.15444447100162506, 0.08791572600603104, 0.0872461199760437, 0.06168987601995468, 0.06985125690698624, 0.12527455389499664]"
6,3,"[0.14306136965751648, 0.12515421211719513, 0.1454569399356842, 0.15444432199001312, 0.08796534687280655, 0.08729321509599686, 0.06162286922335625, 0.06978082656860352, 0.12522092461585999]"
8,3,"[0.1430516242980957, 0.12513452768325806, 0.14552347362041473, 0.15445955097675323, 0.08803599327802658, 0.08731984347105026, 0.06158073619008064, 0.06973907351493835, 0.12515521049499512]"
5,3,"[0.05317039042711258, 0.03936412185430527, 0.0663260892033577, 0.2809877395629883, 0.09806675463914871, 0.13732536137104034, 0.11091531813144684, 0.06521712988615036, 0.14862705767154694]"
5,3,"[0.05317026376724243, 0.03936399519443512, 0.06632599234580994, 0.28098803758621216, 0.09806685894727707, 0.1373254507780075, 0.1109154149889946, 0.06521708518266678, 0.1486268937587738]"
5,3,"[0.05317036062479019, 0.03936408832669258, 0.0663260892033577, 0.28098785877227783, 0.09806680679321289, 0.13732539117336273, 0.11091537028551102, 0.06521711498498917, 0.14862695336341858]"
5,3,"[0.05317036062479019, 0.039364080876111984, 0.0663260892033577, 0.28098785877227783, 0.09806680679321289, 0.13732539117336273, 0.11091537028551102, 0.06521711498498917, 0.14862695336341858]"
5,3,"[0.05317036062479019, 0.039364080876111984, 0.0663260892033577, 0.28098785877227783, 0.09806680679321289, 0.13732539117336273, 0.11091537028551102, 0.06521711498498917, 0.14862695336341858]"
5,3,"[0.05317036062479019, 0.039364080876111984, 0.0663260892033577, 0.28098785877227783, 0.09806681424379349, 0.13732539117336273, 0.11091537028551102, 0.06521711498498917, 0.14862695336341858]"
3,3,"[0.05317021533846855, 0.03936395421624184, 0.06632594764232635, 0.2809881567955017, 0.09806688874959946, 0.1373254805803299, 0.11091543734073639, 0.06521707028150558, 0.14862684905529022]"
5,3,"[0.05317036062479019, 0.039364080876111984, 0.0663260892033577, 0.28098785877227783, 0.09806680679321289, 0.13732539117336273, 0.11091537028551102, 0.06521711498498917, 0.14862695336341858]"
5,3,"[0.05317036062479019, 0.039364080876111984, 0.0663260892033577, 0.28098785877227783, 0.09806680679321289, 0.13732539117336273, 0.11091537028551102, 0.06521711498498917, 0.14862695336341858]"
5,3,"[0.05317036062479019, 0.039364080876111984, 0.0663260892033577, 0.28098785877227783, 0.09806680679321289, 0.13732539117336273, 0.11091537028551102, 0.06521711498498917, 0.14862695336341858]"
5,3,"[0.05317036062479019, 0.03936408832669258, 0.0663260892033577, 0.28098785877227783, 0.09806680679321289, 0.13732539117336273, 0.11091537028551102, 0.06521711498498917, 0.14862695336341858]"
5,3,"[0.05317036062479019, 0.03936408832669258, 0.0663260892033577, 0.28098785877227783, 0.09806680679321289, 0.13732539117336273, 0.11091537028551102, 0.06521711498498917, 0.14862695336341858]"
5,3,"[0.05317036062479019, 0.03936408832669258, 0.0663260892033577, 0.28098785877227783, 0.09806680679321289, 0.13732539117336273, 0.11091537028551102, 0.06521711498498917, 0.14862695336341858]"
5,3,"[0.05317036062479019, 0.03936408832669258, 0.0663260892033577, 0.28098785877227783, 0.09806680679321289, 0.13732539117336273, 0.11091537028551102, 0.06521711498498917, 0.14862695336341858]"
5,3,"[0.05317036062479019, 0.03936408832669258, 0.0663260892033577, 0.28098785877227783, 0.09806680679321289, 0.13732539117336273, 0.11091537028551102, 0.06521711498498917, 0.14862695336341858]"
5,3,"[0.05317026376724243, 0.03936399519443512, 0.06632599979639053, 0.28098803758621216, 0.09806685894727707, 0.1373254507780075, 0.1109154149889946, 0.06521708518266678, 0.1486268937587738]"
5,3,"[0.05317036062479019, 0.039364080876111984, 0.0663260892033577, 0.28098785877227783, 0.09806681424379349, 0.13732539117336273, 0.11091537028551102, 0.06521711498498917, 0.14862695336341858]"
5,3,"[0.05317036807537079, 0.03936408832669258, 0.0663260892033577, 0.28098785877227783, 0.09806681424379349, 0.13732539117336273, 0.11091536283493042, 0.06521711498498917, 0.14862695336341858]"
5,3,"[0.05317036062479019, 0.039364080876111984, 0.0663260892033577, 0.28098785877227783, 0.09806680679321289, 0.13732540607452393, 0.11091537028551102, 0.06521711498498917, 0.14862695336341858]"
5,3,"[0.05317036062479019, 0.03936408832669258, 0.0663260892033577, 0.28098785877227783, 0.09806680679321289, 0.13732539117336273, 0.11091537028551102, 0.06521711498498917, 0.14862695336341858]"
5,3,"[0.05317039042711258, 0.03936412185430527, 0.0663260892033577, 0.2809877395629883, 0.09806675463914871, 0.13732536137104034, 0.11091531813144684, 0.06521712988615036, 0.14862705767154694]"
6,2,"[0.22384020686149597, 0.1378399133682251, 0.2332182377576828, 0.12570756673812866, 0.043540701270103455, 0.0633968710899353, 0.06849705427885056, 0.05593894422054291, 0.04802059009671211]"
8,2,"[0.22383944690227509, 0.13783970475196838, 0.2332175076007843, 0.12570808827877045, 0.043541066348552704, 0.06339700520038605, 0.0684971809387207, 0.05593912675976753, 0.048020947724580765]"
5,2,"[0.22384263575077057, 0.13784092664718628, 0.23322023451328278, 0.1257055252790451, 0.043539758771657944, 0.06339683383703232, 0.06849602609872818, 0.055938027799129486, 0.04802004247903824]"
8,2,"[0.2238418459892273, 0.1378406286239624, 0.23321957886219025, 0.12570616602897644, 0.043540049344301224, 0.06339678168296814, 0.06849636882543564, 0.05593835934996605, 0.048020195215940475]"
6,2,"[0.22383980453014374, 0.1378398835659027, 0.23321771621704102, 0.1257077008485794, 0.04354088753461838, 0.06339693814516068, 0.06849710643291473, 0.05593908205628395, 0.04802084341645241]"
6,2,"[0.22383804619312286, 0.13783925771713257, 0.23321618139743805, 0.12570908665657043, 0.04354164004325867, 0.06339717656373978, 0.06849762052297592, 0.05593958497047424, 0.04802146553993225]"
6,2,"[0.22383913397789001, 0.13783958554267883, 0.23321722447872162, 0.12570829689502716, 0.04354115203022957, 0.06339698284864426, 0.06849734485149384, 0.05593928322196007, 0.048020992428064346]"
6,2,"[0.22383975982666016, 0.13783977925777435, 0.23321786522865295, 0.12570782005786896, 0.04354085028171539, 0.06339684128761292, 0.0684971883893013, 0.05593910813331604, 0.04802069067955017]"
8,2,"[0.22384168207645416, 0.13784058392047882, 0.23321940004825592, 0.1257062703371048, 0.043540120124816895, 0.06339684873819351, 0.06849640607833862, 0.05593838170170784, 0.04802028462290764]"
0,2,"[0.22384224832057953, 0.13784070312976837, 0.23322007060050964, 0.12570591270923615, 0.0435398705303669, 0.06339675188064575, 0.06849624961614609, 0.05593818053603172, 0.048019979149103165]"
8,2,"[0.22383780777454376, 0.13783913850784302, 0.23321600258350372, 0.12570925056934357, 0.043541692197322845, 0.06339707970619202, 0.06849779188632965, 0.05593973770737648, 0.048021432012319565]"
2,2,"[0.22383977472782135, 0.1378399282693863, 0.23321765661239624, 0.1257077008485794, 0.04354092851281166, 0.06339705735445023, 0.06849699467420578, 0.055938996374607086, 0.04802096262574196]"
8,2,"[0.2238408774137497, 0.13784027099609375, 0.2332186996936798, 0.12570689618587494, 0.04354044795036316, 0.06339690089225769, 0.0684966966509819, 0.05593866482377052, 0.04802053049206734]"
6,2,"[0.22384013235569, 0.13783994317054749, 0.23321813344955444, 0.12570755183696747, 0.043540745973587036, 0.06339690834283829, 0.06849702447652817, 0.05593894422054291, 0.04802066832780838]"
7,2,"[0.2238396406173706, 0.13783977925777435, 0.23321768641471863, 0.12570786476135254, 0.04354094713926315, 0.06339696794748306, 0.06849712878465652, 0.055939074605703354, 0.048020847141742706]"
8,2,"[0.22384169697761536, 0.13784058392047882, 0.23321940004825592, 0.1257062703371048, 0.043540120124816895, 0.06339684873819351, 0.06849640607833862, 0.05593838170170784, 0.04802028462290764]"
0,2,"[0.22384090721607208, 0.13784019649028778, 0.23321886360645294, 0.1257070004940033, 0.043540436774492264, 0.06339682638645172, 0.06849677115678787, 0.05593869090080261, 0.04802040383219719]"
8,2,"[0.22383984923362732, 0.13783985376358032, 0.23321786522865295, 0.1257077157497406, 0.0435408353805542, 0.0633968636393547, 0.06849715858697891, 0.05593910813331604, 0.04802072048187256]"
8,2,"[0.22384013235569, 0.13783994317054749, 0.23321813344955444, 0.12570755183696747, 0.043540745973587036, 0.06339690834283829, 0.06849702447652817, 0.05593894422054291, 0.04802066832780838]"
8,2,"[0.22384013235569, 0.13783994317054749, 0.23321813344955444, 0.12570755183696747, 0.04354074224829674, 0.06339690834283829, 0.06849702447652817, 0.05593894422054291, 0.04802066832780838]"
6,2,"[0.22384020686149597, 0.1378399133682251, 0.2332182377576828, 0.12570756673812866, 0.043540701270103455, 0.0633968710899353, 0.06849705427885056, 0.05593894422054291, 0.04802059009671211]"
5,2,"[0.14979544281959534, 0.1321534961462021, 0.15822021663188934, 0.14620907604694366, 0.08804032951593399, 0.0936431884765625, 0.05099080875515938, 0.05990319326519966, 0.12104425579309464]"
7,2,"[0.14980164170265198, 0.13216212391853333, 0.1582106649875641, 0.14619670808315277, 0.0880296379327774, 0.0936371237039566, 0.05099641904234886, 0.05991055816411972, 0.12105512619018555]"
5,2,"[0.149771586060524, 0.13212069869041443, 0.15822838246822357, 0.14624880254268646, 0.0880751833319664, 0.09364013373851776, 0.05099453777074814, 0.059905387461185455, 0.12101522833108902]"
2,2,"[0.1497802883386612, 0.13213184475898743, 0.15822696685791016, 0.14623476564884186, 0.08806413412094116, 0.09364071488380432, 0.05099301412701607, 0.059904735535383224, 0.1210235208272934]"
3,2,"[0.1497780829668045, 0.13212904334068298, 0.15822675824165344, 0.14623823761940002, 0.0880666971206665, 0.09364021569490433, 0.05099385604262352, 0.05990535393357277, 0.12102177739143372]"
5,2,"[0.14977644383907318, 0.13212692737579346, 0.15822869539260864, 0.14624163508415222, 0.08806873112916946, 0.09364228695631027, 0.050992466509342194, 0.0599030926823616, 0.12101975083351135]"
1,2,"[0.14979708194732666, 0.13215604424476624, 0.15821526944637299, 0.14620433747768402, 0.08803779631853104, 0.0936381071805954, 0.050994623452425, 0.059908896684646606, 0.12104789912700653]"
2,2,"[0.14980758726596832, 0.13217028975486755, 0.15820884704589844, 0.14618635177612305, 0.08802171051502228, 0.09363699704408646, 0.0509956069290638, 0.05991077795624733, 0.121061772108078]"
5,2,"[0.14978943765163422, 0.132144957780838, 0.1582219898700714, 0.14621971547603607, 0.08804843574762344, 0.09364306181669235, 0.05099194496870041, 0.059903185814619064, 0.12103720754384995]"
5,2,"[0.14979954063892365, 0.13215884566307068, 0.15821586549282074, 0.14620272815227509, 0.08803237974643707, 0.09364297240972519, 0.0509924590587616, 0.05990409478545189, 0.12105110287666321]"
5,2,"[0.14980535209178925, 0.132167786359787, 0.15820914506912231, 0.14619117975234985, 0.08802216500043869, 0.09364037215709686, 0.05099470913410187, 0.059907689690589905, 0.12106156349182129]"
5,2,"[0.1498042643070221, 0.13216647505760193, 0.1582076996564865, 0.14619247615337372, 0.08802308887243271, 0.09363892674446106, 0.050996262580156326, 0.059909384697675705, 0.12106136232614517]"
2,2,"[0.14979000389575958, 0.13214550912380219, 0.15822307765483856, 0.1462181955575943, 0.08804962038993835, 0.09364170581102371, 0.05099167302250862, 0.05990419536828995, 0.12103598564863205]"
6,2,"[0.14981818199157715, 0.13218475878238678, 0.15820764005184174, 0.14617012441158295, 0.08800576627254486, 0.09364207088947296, 0.05099138617515564, 0.05990580469369888, 0.12107416242361069]"
2,2,"[0.14977918565273285, 0.13213101029396057, 0.15822665393352509, 0.1462363600730896, 0.08806450664997101, 0.09364155679941177, 0.050992779433727264, 0.059904083609580994, 0.12102382630109787]"
4,2,"[0.14981050789356232, 0.13217417895793915, 0.15821224451065063, 0.14618279039859772, 0.08801846951246262, 0.09364139288663864, 0.05099131911993027, 0.05990586057305336, 0.12106330692768097]"
5,2,"[0.14980092644691467, 0.1321614533662796, 0.15821346640586853, 0.14619892835617065, 0.08803027123212814, 0.09364087134599686, 0.050993550568819046, 0.059906527400016785, 0.12105408310890198]"
5,2,"[0.1497890055179596, 0.13214467465877533, 0.15822234749794006, 0.14621996879577637, 0.08804941922426224, 0.09364277124404907, 0.050991714000701904, 0.05990342050790787, 0.12103670090436935]"
2,2,"[0.14979350566864014, 0.13215070962905884, 0.158219575881958, 0.1462116688489914, 0.08804348856210709, 0.09364078938961029, 0.05099264904856682, 0.059905629605054855, 0.12104194611310959]"
5,2,"[0.14980065822601318, 0.13216087222099304, 0.15821608901023865, 0.14619971811771393, 0.08803193271160126, 0.09364208579063416, 0.05099180340766907, 0.059904854744672775, 0.12105198204517365]"
5,2,"[0.14979544281959534, 0.1321534961462021, 0.15822021663188934, 0.14620907604694366, 0.08804032951593399, 0.0936431884765625, 0.05099080875515938, 0.05990319326519966, 0.12104425579309464]"
0,2,"[0.30782315135002136, 0.13200615346431732, 0.33380064368247986, 0.07775174826383591, 0.014759928919374943, 0.04800640791654587, 0.04595177620649338, 0.025256775319576263, 0.014643444679677486]"
0,2,"[0.30782297253608704, 0.1320061832666397, 0.3338004946708679, 0.07775184512138367, 0.014759964309632778, 0.048006437718868256, 0.04595183581113815, 0.025256823748350143, 0.014643480069935322]"
1,2,"[0.30782297253608704, 0.1320061832666397, 0.3338004946708679, 0.07775184512138367, 0.014759964309632778, 0.048006437718868256, 0.04595183581113815, 0.025256823748350143, 0.014643480069935322]"
1,2,"[0.30782297253608704, 0.1320061832666397, 0.3338004946708679, 0.07775184512138367, 0.014759964309632778, 0.048006437718868256, 0.04595183581113815, 0.025256823748350143, 0.014643480069935322]"
0,2,"[0.30782297253608704, 0.1320061832666397, 0.3338004946708679, 0.07775184512138367, 0.014759964309632778, 0.048006437718868256, 0.04595183581113815, 0.025256823748350143, 0.014643480069935322]"
0,2,"[0.30782297253608704, 0.1320061832666397, 0.3338004946708679, 0.07775184512138367, 0.014759964309632778, 0.048006437718868256, 0.04595183581113815, 0.025256823748350143, 0.014643480069935322]"
1,2,"[0.30782297253608704, 0.1320061832666397, 0.3338004946708679, 0.07775184512138367, 0.014759964309632778, 0.048006437718868256, 0.04595183581113815, 0.025256823748350143, 0.014643480069935322]"
0,2,"[0.30782297253608704, 0.1320061832666397, 0.3338004946708679, 0.07775184512138367, 0.014759964309632778, 0.048006437718868256, 0.04595183581113815, 0.025256823748350143, 0.014643480069935322]"
0,2,"[0.30782297253608704, 0.1320061832666397, 0.3338004946708679, 0.07775184512138367, 0.014759964309632778, 0.048006437718868256, 0.04595183581113815, 0.025256823748350143, 0.014643480069935322]"
2,2,"[0.30782297253608704, 0.1320061832666397, 0.3338004946708679, 0.07775184512138367, 0.014759964309632778, 0.048006437718868256, 0.04595183581113815, 0.025256823748350143, 0.014643480069935322]"
2,2,"[0.30782297253608704, 0.1320061832666397, 0.3338004946708679, 0.07775184512138367, 0.014759964309632778, 0.048006437718868256, 0.04595183581113815, 0.025256823748350143, 0.014643480069935322]"
1,2,"[0.30782297253608704, 0.1320061832666397, 0.3338004946708679, 0.07775184512138367, 0.014759964309632778, 0.048006437718868256, 0.04595183581113815, 0.025256823748350143, 0.014643480069935322]"
0,2,"[0.30782297253608704, 0.1320061832666397, 0.3338004946708679, 0.07775184512138367, 0.014759964309632778, 0.048006437718868256, 0.04595183581113815, 0.025256823748350143, 0.014643480069935322]"
2,2,"[0.30782297253608704, 0.1320061832666397, 0.3338004946708679, 0.07775184512138367, 0.014759964309632778, 0.048006437718868256, 0.04595183581113815, 0.025256823748350143, 0.014643480069935322]"
1,2,"[0.30782297253608704, 0.1320061832666397, 0.3338004946708679, 0.07775184512138367, 0.014759964309632778, 0.048006437718868256, 0.04595183581113815, 0.025256823748350143, 0.014643480069935322]"
0,2,"[0.30782297253608704, 0.1320061832666397, 0.3338004946708679, 0.07775184512138367, 0.014759964309632778, 0.048006437718868256, 0.04595183581113815, 0.025256823748350143, 0.014643480069935322]"
1,2,"[0.30782297253608704, 0.1320061832666397, 0.3338004946708679, 0.07775184512138367, 0.014759964309632778, 0.048006437718868256, 0.04595183581113815, 0.025256823748350143, 0.014643480069935322]"
0,2,"[0.30782297253608704, 0.1320061832666397, 0.3338004946708679, 0.07775184512138367, 0.014759964309632778, 0.048006437718868256, 0.04595183581113815, 0.025256823748350143, 0.014643480069935322]"
0,2,"[0.30782297253608704, 0.1320061832666397, 0.3338004946708679, 0.07775184512138367, 0.014759964309632778, 0.048006437718868256, 0.04595183581113815, 0.025256823748350143, 0.014643480069935322]"
2,2,"[0.30782297253608704, 0.1320061832666397, 0.3338004946708679, 0.07775184512138367, 0.014759964309632778, 0.048006437718868256, 0.04595183581113815, 0.025256823748350143, 0.014643480069935322]"
0,2,"[0.30782315135002136, 0.13200615346431732, 0.33380064368247986, 0.07775174826383591, 0.014759928919374943, 0.04800640791654587, 0.04595177620649338, 0.025256775319576263, 0.014643444679677486]"
4,3,"[0.028205499053001404, 0.01946285180747509, 0.0521441251039505, 0.3482791483402252, 0.23617209494113922, 0.10494247078895569, 0.08162155002355576, 0.046653080731630325, 0.08251918107271194]"
3,3,"[0.028205500915646553, 0.019462859258055687, 0.0521441288292408, 0.3482791781425476, 0.23617225885391235, 0.10494239628314972, 0.081621453166008, 0.04665306210517883, 0.08251915872097015]"
4,3,"[0.028205497190356255, 0.019462859258055687, 0.052144136279821396, 0.34827911853790283, 0.23617225885391235, 0.10494238883256912, 0.081621453166008, 0.04665306583046913, 0.08251915127038956]"
4,3,"[0.028205497190356255, 0.019462859258055687, 0.052144136279821396, 0.34827911853790283, 0.23617225885391235, 0.10494238883256912, 0.081621453166008, 0.04665306583046913, 0.08251915127038956]"
4,3,"[0.028205500915646553, 0.019462859258055687, 0.0521441288292408, 0.3482791781425476, 0.23617225885391235, 0.10494239628314972, 0.081621453166008, 0.04665306210517883, 0.08251915872097015]"
4,3,"[0.028205497190356255, 0.019462859258055687, 0.052144136279821396, 0.34827911853790283, 0.23617227375507355, 0.10494238883256912, 0.081621453166008, 0.04665306583046913, 0.08251915127038956]"
4,3,"[0.028205497190356255, 0.019462859258055687, 0.052144136279821396, 0.34827911853790283, 0.23617225885391235, 0.10494238883256912, 0.081621453166008, 0.04665306583046913, 0.08251915127038956]"
4,3,"[0.028205497190356255, 0.019462859258055687, 0.052144136279821396, 0.34827911853790283, 0.23617225885391235, 0.10494238883256912, 0.081621453166008, 0.04665306583046913, 0.08251915127038956]"
4,3,"[0.028205497190356255, 0.019462859258055687, 0.052144136279821396, 0.34827911853790283, 0.23617225885391235, 0.10494238883256912, 0.081621453166008, 0.04665306583046913, 0.08251915127038956]"
4,3,"[0.028205497190356255, 0.019462859258055687, 0.052144136279821396, 0.34827911853790283, 0.23617225885391235, 0.10494238883256912, 0.081621453166008, 0.04665306583046913, 0.08251915127038956]"
4,3,"[0.028205497190356255, 0.019462859258055687, 0.052144140005111694, 0.34827911853790283, 0.23617225885391235, 0.10494240373373032, 0.081621453166008, 0.04665306583046913, 0.08251915127038956]"
4,3,"[0.028205497190356255, 0.019462859258055687, 0.052144140005111694, 0.34827911853790283, 0.23617225885391235, 0.10494238883256912, 0.081621453166008, 0.04665306583046913, 0.08251915127038956]"
4,3,"[0.028205497190356255, 0.019462859258055687, 0.052144136279821396, 0.34827911853790283, 0.23617225885391235, 0.10494238883256912, 0.081621453166008, 0.04665306583046913, 0.08251915127038956]"
4,3,"[0.028205497190356255, 0.019462859258055687, 0.052144136279821396, 0.34827911853790283, 0.23617225885391235, 0.10494238883256912, 0.081621453166008, 0.04665306583046913, 0.08251915127038956]"
4,3,"[0.028205497190356255, 0.019462859258055687, 0.052144136279821396, 0.34827911853790283, 0.23617225885391235, 0.10494238883256912, 0.081621453166008, 0.04665306583046913, 0.08251915127038956]"
4,3,"[0.028205497190356255, 0.019462859258055687, 0.052144136279821396, 0.34827911853790283, 0.23617225885391235, 0.10494238883256912, 0.081621453166008, 0.04665306583046913, 0.08251915127038956]"
4,3,"[0.028205497190356255, 0.019462859258055687, 0.052144136279821396, 0.34827911853790283, 0.23617225885391235, 0.10494238883256912, 0.081621453166008, 0.04665306583046913, 0.08251915127038956]"
3,3,"[0.028205497190356255, 0.019462859258055687, 0.052144136279821396, 0.34827911853790283, 0.23617225885391235, 0.10494238883256912, 0.081621453166008, 0.04665306583046913, 0.08251915127038956]"
4,3,"[0.028205497190356255, 0.019462859258055687, 0.052144136279821396, 0.34827911853790283, 0.23617225885391235, 0.10494238883256912, 0.081621453166008, 0.04665306583046913, 0.08251915127038956]"
4,3,"[0.028205497190356255, 0.019462859258055687, 0.052144136279821396, 0.34827911853790283, 0.23617225885391235, 0.10494238883256912, 0.081621453166008, 0.04665307700634003, 0.08251915127038956]"
4,3,"[0.028205499053001404, 0.01946285180747509, 0.0521441251039505, 0.3482791483402252, 0.23617209494113922, 0.10494247078895569, 0.08162155002355576, 0.046653080731630325, 0.08251918107271194]"
6,2,"[0.234110489487648, 0.13538587093353271, 0.24981167912483215, 0.12329187989234924, 0.03841666132211685, 0.06212896853685379, 0.0668853148818016, 0.050432588905096054, 0.03953650966286659]"
3,2,"[0.23411035537719727, 0.13538555800914764, 0.24981185793876648, 0.1232922226190567, 0.03841669484972954, 0.062129151076078415, 0.06688530743122101, 0.050432391464710236, 0.03953644633293152]"
2,2,"[0.23411034047603607, 0.13538557291030884, 0.24981185793876648, 0.1232922151684761, 0.03841670975089073, 0.06212914362549782, 0.06688530743122101, 0.05043242126703262, 0.03953647240996361]"
7,2,"[0.23411071300506592, 0.13538646697998047, 0.24981138110160828, 0.12329128384590149, 0.03841664269566536, 0.06212867423892021, 0.06688524037599564, 0.05043292045593262, 0.03953668847680092]"
2,2,"[0.2341105192899704, 0.1353859305381775, 0.24981173872947693, 0.12329185009002686, 0.03841666504740715, 0.06212896108627319, 0.06688529253005981, 0.05043260380625725, 0.03953653201460838]"
3,2,"[0.2341107726097107, 0.13538621366024017, 0.24981173872947693, 0.12329147756099701, 0.038416583091020584, 0.06212879344820976, 0.06688524782657623, 0.0504327118396759, 0.03953653201460838]"
2,2,"[0.2341107726097107, 0.13538621366024017, 0.24981173872947693, 0.12329147756099701, 0.03841658681631088, 0.06212879344820976, 0.06688524782657623, 0.0504327118396759, 0.03953653201460838]"
2,2,"[0.2341107726097107, 0.13538621366024017, 0.24981173872947693, 0.12329147756099701, 0.03841658681631088, 0.06212879344820976, 0.06688524782657623, 0.0504327118396759, 0.03953653201460838]"
2,2,"[0.23411054909229279, 0.1353861689567566, 0.24981150031089783, 0.12329161912202835, 0.038416676223278046, 0.06212885305285454, 0.06688527762889862, 0.05043277144432068, 0.03953663632273674]"
2,2,"[0.234110489487648, 0.1353859156370163, 0.24981170892715454, 0.12329183518886566, 0.03841666132211685, 0.062128953635692596, 0.06688529253005981, 0.05043259635567665, 0.039536528289318085]"
2,2,"[0.23411044478416443, 0.13538572192192078, 0.2498118281364441, 0.12329205870628357, 0.03841666877269745, 0.06212906911969185, 0.06688529998064041, 0.0504324771463871, 0.03953647240996361]"
3,2,"[0.23411038517951965, 0.13538573682308197, 0.24981173872947693, 0.12329203635454178, 0.03841669112443924, 0.062129050493240356, 0.06688530743122101, 0.05043250694870949, 0.039536505937576294]"
2,2,"[0.2341110110282898, 0.1353866159915924, 0.24981161952018738, 0.12329099327325821, 0.03841651603579521, 0.062128569930791855, 0.06688518077135086, 0.05043289065361023, 0.03953658789396286]"
6,2,"[0.2341105192899704, 0.1353859305381775, 0.24981173872947693, 0.12329185009002686, 0.03841666504740715, 0.06212896108627319, 0.06688529253005981, 0.05043260380625725, 0.039536528289318085]"
