true_labels,predicted_labels,probabilities
3,3,"[0.11175177246332169, 0.07549494504928589, 0.11352840065956116, 0.2110435664653778, 0.16263079643249512, 0.09169276803731918, 0.07764726877212524, 0.06235907971858978, 0.09385140240192413]"
4,3,"[0.11279943585395813, 0.07863973081111908, 0.11746569722890854, 0.20211923122406006, 0.16348692774772644, 0.09117694199085236, 0.07600767910480499, 0.059954337775707245, 0.09834995865821838]"
6,3,"[0.1092008501291275, 0.0742708146572113, 0.11284942924976349, 0.20922356843948364, 0.17617787420749664, 0.09164600074291229, 0.0726332738995552, 0.06018027663230896, 0.09381793439388275]"
6,8,"[0.13001857697963715, 0.11492422968149185, 0.13881249725818634, 0.1490192413330078, 0.08143751323223114, 0.06914658844470978, 0.11527062207460403, 0.047425542026758194, 0.1539451628923416]"
3,3,"[0.1009712964296341, 0.0927913635969162, 0.1402018666267395, 0.18616285920143127, 0.07679709047079086, 0.1048588752746582, 0.08432156592607498, 0.09375977516174316, 0.12013532966375351]"
7,3,"[0.11383117735385895, 0.09132467210292816, 0.13903120160102844, 0.21458692848682404, 0.053000178188085556, 0.1063409075140953, 0.08642609417438507, 0.08680134266614914, 0.10865750908851624]"
3,3,"[0.09979499876499176, 0.09432702511548996, 0.14018934965133667, 0.1745397001504898, 0.08503923565149307, 0.1021851897239685, 0.08667212724685669, 0.09578345715999603, 0.12146884948015213]"
4,3,"[0.09531012177467346, 0.08945928514003754, 0.13627393543720245, 0.17221565544605255, 0.11195322126150131, 0.09837953001260757, 0.08552603423595428, 0.08986619859933853, 0.12101602554321289]"
2,3,"[0.09891442954540253, 0.09482227265834808, 0.14036065340042114, 0.17507459223270416, 0.08129017055034637, 0.10340944677591324, 0.08718401193618774, 0.09659314155578613, 0.12235122174024582]"
2,3,"[0.10364441573619843, 0.0828116163611412, 0.1361766904592514, 0.2102227807044983, 0.08862661570310593, 0.1022091656923294, 0.08004223555326462, 0.08298133313655853, 0.11328516155481339]"
7,3,"[0.10288592427968979, 0.08090472966432571, 0.13347624242305756, 0.203656405210495, 0.10485559701919556, 0.10001164674758911, 0.07956473529338837, 0.08069275319576263, 0.11395199596881866]"
2,3,"[0.09801102429628372, 0.09250281006097794, 0.1400574892759323, 0.18119177222251892, 0.08462010324001312, 0.1035156324505806, 0.08560806512832642, 0.09355007112026215, 0.12094304710626602]"
7,3,"[0.10512448102235794, 0.09723656624555588, 0.1393551528453827, 0.17076784372329712, 0.07687518745660782, 0.10234957188367844, 0.08675877749919891, 0.09986508637666702, 0.12166731059551239]"
4,3,"[0.14179342985153198, 0.12102790176868439, 0.16098493337631226, 0.16143867373466492, 0.07179971039295197, 0.07946103066205978, 0.07458736002445221, 0.10792852938175201, 0.08097843080759048]"
2,2,"[0.1240883395075798, 0.1277667135000229, 0.13123451173305511, 0.12897595763206482, 0.09076978266239166, 0.06926262378692627, 0.10624154657125473, 0.12019731849431992, 0.10146316140890121]"
5,3,"[0.10318424552679062, 0.09809758514165878, 0.11991273611783981, 0.17813755571842194, 0.14752432703971863, 0.07653933763504028, 0.08495012670755386, 0.07860858738422394, 0.11304550617933273]"
5,3,"[0.11418640613555908, 0.10313961654901505, 0.12455052137374878, 0.1672877073287964, 0.10910526663064957, 0.0935305655002594, 0.08774544298648834, 0.09641965478658676, 0.10403479635715485]"
3,3,"[0.11115086078643799, 0.08300481736660004, 0.118253692984581, 0.19444803893566132, 0.12161614745855331, 0.09773968160152435, 0.08747484534978867, 0.07829165458679199, 0.10802027583122253]"
4,3,"[0.11530660092830658, 0.10257846117019653, 0.12580545246601105, 0.16766150295734406, 0.10007929056882858, 0.09551496803760529, 0.08834656327962875, 0.09498438984155655, 0.10972284525632858]"
4,4,"[0.06969266384840012, 0.03372810408473015, 0.11116115748882294, 0.2160283476114273, 0.32244640588760376, 0.10068152099847794, 0.037957578897476196, 0.03604942560195923, 0.07225487381219864]"
5,4,"[0.07874546200037003, 0.04364454373717308, 0.11837736517190933, 0.21397581696510315, 0.27814653515815735, 0.09866663068532944, 0.04352632537484169, 0.04692685604095459, 0.07799048721790314]"
3,4,"[0.06564787030220032, 0.03013671189546585, 0.10781171172857285, 0.2164863497018814, 0.343187153339386, 0.09975235909223557, 0.03535450994968414, 0.032486651092767715, 0.06913673877716064]"
4,4,"[0.06608474999666214, 0.03041875921189785, 0.10810934007167816, 0.21761579811573029, 0.3405281901359558, 0.099812351167202, 0.03551623225212097, 0.03281015530228615, 0.0691043809056282]"
4,4,"[0.06349131464958191, 0.02558548003435135, 0.10024961084127426, 0.2200116515159607, 0.3641514182090759, 0.10238315165042877, 0.03330385312438011, 0.026965221390128136, 0.06385829299688339]"
5,3,"[0.1782127320766449, 0.07512235641479492, 0.13645672798156738, 0.25564005970954895, 0.07643243670463562, 0.11757826805114746, 0.06084297597408295, 0.04962928965687752, 0.05008513107895851]"
7,3,"[0.1056312546133995, 0.09436935931444168, 0.12991830706596375, 0.17478395998477936, 0.0892539843916893, 0.10006418079137802, 0.08824066817760468, 0.09282626956701279, 0.12491196393966675]"
7,3,"[0.10490109026432037, 0.09709243476390839, 0.13099229335784912, 0.1686430126428604, 0.08335709571838379, 0.10039205104112625, 0.08960266411304474, 0.09648366272449493, 0.12853574752807617]"
0,3,"[0.1011122539639473, 0.0871741995215416, 0.13183031976222992, 0.20109733939170837, 0.08522527664899826, 0.10288351029157639, 0.08975611627101898, 0.08300292491912842, 0.11791814863681793]"
6,3,"[0.10093388706445694, 0.08193257451057434, 0.1304640769958496, 0.21419981122016907, 0.0910019651055336, 0.10289328545331955, 0.0891578271985054, 0.07662387192249298, 0.11279261857271194]"
3,3,"[0.10287515074014664, 0.09173689782619476, 0.1322915405035019, 0.19126446545124054, 0.0806017592549324, 0.10229375213384628, 0.09077709168195724, 0.08731837570667267, 0.12084094434976578]"
5,3,"[0.11792143434286118, 0.06662964075803757, 0.1011139303445816, 0.24374905228614807, 0.16843366622924805, 0.10397464036941528, 0.07822349667549133, 0.050299134105443954, 0.06965505331754684]"
2,3,"[0.11482642590999603, 0.06836224347352982, 0.10249210149049759, 0.23924079537391663, 0.17493857443332672, 0.10028145462274551, 0.07651849091053009, 0.04895184934139252, 0.07438807189464569]"
1,4,"[0.09370675683021545, 0.11255721747875214, 0.1205948069691658, 0.11941410601139069, 0.13397648930549622, 0.07338009029626846, 0.10791051387786865, 0.12568920850753784, 0.11277087777853012]"
7,3,"[0.11924248933792114, 0.11561352014541626, 0.12999580800533295, 0.14889995753765106, 0.10103850811719894, 0.07718474417924881, 0.09484893083572388, 0.10995518416166306, 0.10322084277868271]"
1,4,"[0.08771337568759918, 0.09841034561395645, 0.12716767191886902, 0.12636475265026093, 0.15656237304210663, 0.0797533467411995, 0.09400217235088348, 0.11378605663776398, 0.11623992025852203]"
1,7,"[0.10315481573343277, 0.11830156296491623, 0.12011946737766266, 0.1236504539847374, 0.11740060895681381, 0.07085312902927399, 0.11022423952817917, 0.12903158366680145, 0.1072641909122467]"
7,4,"[0.08488526940345764, 0.09486123919487, 0.12885455787181854, 0.12553450465202332, 0.1640477031469345, 0.08059879392385483, 0.091510109603405, 0.11220970004796982, 0.11749812215566635]"
8,0,"[0.17265689373016357, 0.15693825483322144, 0.17008346319198608, 0.12636767327785492, 0.04761200770735741, 0.06199919059872627, 0.09282894432544708, 0.07978543639183044, 0.0917280837893486]"
6,2,"[0.15047580003738403, 0.14222581684589386, 0.15399594604969025, 0.13141974806785583, 0.06500617414712906, 0.06635762006044388, 0.09552301466464996, 0.10142305493354797, 0.0935727134346962]"
1,3,"[0.14035333693027496, 0.060754839330911636, 0.10226082801818848, 0.26778730750083923, 0.15356720983982086, 0.11527670919895172, 0.06476620584726334, 0.03686961904168129, 0.05836394429206848]"
0,3,"[0.16819164156913757, 0.0597076453268528, 0.1135207936167717, 0.2640431225299835, 0.1076236292719841, 0.1150965765118599, 0.0799117237329483, 0.04348865896463394, 0.04841616004705429]"
2,3,"[0.11612316220998764, 0.09703407436609268, 0.12335629761219025, 0.18137919902801514, 0.11280429363250732, 0.09818950295448303, 0.08505897969007492, 0.0852590948343277, 0.10079540312290192]"
6,3,"[0.1457000970840454, 0.05541079118847847, 0.10268291085958481, 0.27422139048576355, 0.15503159165382385, 0.11821544170379639, 0.06049966439604759, 0.03265933692455292, 0.0555788017809391]"
2,2,"[0.1953524500131607, 0.10555543750524521, 0.21576525270938873, 0.19931629300117493, 0.046743057668209076, 0.09452592581510544, 0.03733270987868309, 0.03951997309923172, 0.06588883697986603]"
8,2,"[0.19119317829608917, 0.12151780724525452, 0.2226414531469345, 0.17129768431186676, 0.037928469479084015, 0.08218540996313095, 0.04721727594733238, 0.05165950581431389, 0.07435920089483261]"
2,2,"[0.21709388494491577, 0.12347116321325302, 0.23706881701946259, 0.15456289052963257, 0.033880315721035004, 0.07963255047798157, 0.04260293394327164, 0.03320744261145592, 0.07847999036312103]"
2,3,"[0.1744009405374527, 0.09383683651685715, 0.16985364258289337, 0.22644847631454468, 0.07933349162340164, 0.10555998980998993, 0.044947125017642975, 0.04093574360013008, 0.06468380987644196]"
8,0,"[0.21488630771636963, 0.15327507257461548, 0.21200121939182281, 0.1348010003566742, 0.029039042070508003, 0.06292279809713364, 0.06284205615520477, 0.0537959560751915, 0.07643649727106094]"
2,2,"[0.20896780490875244, 0.1326800286769867, 0.23062223196029663, 0.14985014498233795, 0.03159373998641968, 0.07422594726085663, 0.05045412480831146, 0.04459278658032417, 0.07701323926448822]"
8,3,"[0.16809453070163727, 0.08298597484827042, 0.1451188623905182, 0.24507911503314972, 0.06333210319280624, 0.11559352278709412, 0.06221303716301918, 0.062055572867393494, 0.05552727356553078]"
2,2,"[0.19591082632541656, 0.11485114693641663, 0.22802682220935822, 0.18391501903533936, 0.03697975352406502, 0.08351650089025497, 0.039338115602731705, 0.051686838269233704, 0.06577495485544205]"
4,2,"[0.2298859804868698, 0.13070645928382874, 0.24314726889133453, 0.146229088306427, 0.0271423552185297, 0.07108236104249954, 0.04292307049036026, 0.035353172570466995, 0.0735301598906517]"
1,3,"[0.11269952356815338, 0.10366024076938629, 0.1289938986301422, 0.16381868720054626, 0.0783795416355133, 0.09908080101013184, 0.09285067766904831, 0.096420057117939, 0.1240965723991394]"
4,3,"[0.1310032457113266, 0.10820335149765015, 0.15626904368400574, 0.16201423108577728, 0.03764932230114937, 0.09847515821456909, 0.10312123596668243, 0.10223432630300522, 0.10103008896112442]"
7,3,"[0.1404321789741516, 0.10405013710260391, 0.16594766080379486, 0.16697737574577332, 0.03260308876633644, 0.09590420126914978, 0.11175397038459778, 0.09633494168519974, 0.08599647879600525]"
3,3,"[0.12100835889577866, 0.107721708714962, 0.1462072730064392, 0.1556599736213684, 0.04998735338449478, 0.09728699177503586, 0.10479012876749039, 0.10193978995084763, 0.11539839208126068]"
8,3,"[0.11567331105470657, 0.1062241867184639, 0.14012391865253448, 0.161703959107399, 0.05528074502944946, 0.09965086728334427, 0.09919098764657974, 0.10084478557109833, 0.12130725383758545]"
3,3,"[0.19555923342704773, 0.08924013376235962, 0.21060974895954132, 0.23836196959018707, 0.04970606416463852, 0.10346274822950363, 0.026312706992030144, 0.03780382499098778, 0.04894362390041351]"
8,3,"[0.13842344284057617, 0.1056303009390831, 0.16467416286468506, 0.20206260681152344, 0.0825468897819519, 0.09643860906362534, 0.059073783457279205, 0.07728303968906403, 0.07386722415685654]"
8,3,"[0.11006314307451248, 0.10142433643341064, 0.12970763444900513, 0.1670849770307541, 0.08369360864162445, 0.09857958555221558, 0.0902368351817131, 0.09589778631925583, 0.12331216782331467]"
3,3,"[0.11318639665842056, 0.11205767095088959, 0.12673228979110718, 0.1539883017539978, 0.11035371571779251, 0.08185599744319916, 0.09241430461406708, 0.10766864567995071, 0.10174266993999481]"
8,2,"[0.14135974645614624, 0.13480474054813385, 0.14743217825889587, 0.13471661508083344, 0.07408095896244049, 0.06910188496112823, 0.0959455743432045, 0.1066976934671402, 0.09586057811975479]"
4,3,"[0.11490073800086975, 0.0929974764585495, 0.12091894447803497, 0.19210492074489594, 0.13326314091682434, 0.09666214883327484, 0.07813382893800735, 0.0798041895031929, 0.09121456742286682]"
5,3,"[0.14894098043441772, 0.07657188922166824, 0.163982093334198, 0.21266871690750122, 0.043959248811006546, 0.09517168253660202, 0.12541463971138, 0.06877803057432175, 0.06451265513896942]"
4,3,"[0.10747605562210083, 0.10014831274747849, 0.12799805402755737, 0.16524437069892883, 0.10119830071926117, 0.09386656433343887, 0.08550936728715897, 0.09979934245347977, 0.11875961720943451]"
3,3,"[0.10658737272024155, 0.08831452578306198, 0.12535803020000458, 0.18275684118270874, 0.14383205771446228, 0.09235089272260666, 0.07181015610694885, 0.08748125284910202, 0.10150884091854095]"
3,3,"[0.10567759722471237, 0.08831927925348282, 0.12683320045471191, 0.18134042620658875, 0.13871192932128906, 0.09239959716796875, 0.07322089374065399, 0.08890077471733093, 0.10459622740745544]"
4,3,"[0.1056092232465744, 0.08639311790466309, 0.12822410464286804, 0.18457917869091034, 0.13641420006752014, 0.09466049075126648, 0.07297758013010025, 0.08625465631484985, 0.10488750040531158]"
2,3,"[0.09844156354665756, 0.07032763957977295, 0.12901176512241364, 0.20414316654205322, 0.16987332701683044, 0.0981447771191597, 0.062447357922792435, 0.071962870657444, 0.09564748406410217]"
7,3,"[0.1074758991599083, 0.09956201910972595, 0.12742502987384796, 0.16616685688495636, 0.10525582730770111, 0.093141570687294, 0.08454184979200363, 0.09944187104701996, 0.11698903143405914]"
3,3,"[0.10738221555948257, 0.0962461531162262, 0.12763285636901855, 0.17255574464797974, 0.11331410706043243, 0.09376521408557892, 0.08141017705202103, 0.09481027722358704, 0.11288317292928696]"
2,3,"[0.10549191385507584, 0.0773538202047348, 0.12728507816791534, 0.19825781881809235, 0.15421682596206665, 0.09929563850164413, 0.067503422498703, 0.07438848912715912, 0.09620697051286697]"
0,3,"[0.17965193092823029, 0.08203013241291046, 0.1450866013765335, 0.23615731298923492, 0.0635794848203659, 0.11546429991722107, 0.06640493124723434, 0.05986747145652771, 0.051757801324129105]"
3,8,"[0.12302520126104355, 0.15050239861011505, 0.13244102895259857, 0.12287140637636185, 0.056545525789260864, 0.05080624297261238, 0.14973044395446777, 0.04399165138602257, 0.17008614540100098]"
4,8,"[0.11721132695674896, 0.14650127291679382, 0.13164731860160828, 0.12671296298503876, 0.061774324625730515, 0.05255494639277458, 0.14696499705314636, 0.04461199790239334, 0.172020822763443]"
4,8,"[0.113416388630867, 0.1398872435092926, 0.1329113095998764, 0.132359579205513, 0.06989103555679321, 0.0566471628844738, 0.13870050013065338, 0.04595291242003441, 0.17023390531539917]"
8,8,"[0.11939553916454315, 0.15036258101463318, 0.13204345107078552, 0.12334243953227997, 0.05824979394674301, 0.05144834518432617, 0.14959242939949036, 0.04398220404982567, 0.17158322036266327]"
2,8,"[0.13763339817523956, 0.15484634041786194, 0.13620306551456451, 0.12011689692735672, 0.04923446476459503, 0.05018448457121849, 0.14644016325473785, 0.044916849583387375, 0.16042429208755493]"
6,8,"[0.11956724524497986, 0.1495826095342636, 0.13231037557125092, 0.123374804854393, 0.058462511748075485, 0.051455117762088776, 0.14957371354103088, 0.04354626312851906, 0.17212729156017303]"
7,3,"[0.1292702853679657, 0.09934777766466141, 0.1396912932395935, 0.182766854763031, 0.0697612464427948, 0.09761043637990952, 0.07760073989629745, 0.09986718744039536, 0.10408420115709305]"
2,2,"[0.1658237725496292, 0.11795739829540253, 0.16763311624526978, 0.15985289216041565, 0.05839594453573227, 0.07857739180326462, 0.08279848098754883, 0.06278155744075775, 0.10617947578430176]"
6,7,"[0.10321275889873505, 0.1370435655117035, 0.11878544092178345, 0.09834256768226624, 0.0915156826376915, 0.05822131410241127, 0.13209150731563568, 0.1565084457397461, 0.10427872091531754]"
6,1,"[0.1246788427233696, 0.1600106954574585, 0.1250666230916977, 0.09360037744045258, 0.06834080815315247, 0.05327095463871956, 0.14597690105438232, 0.11941477656364441, 0.10964004695415497]"
6,1,"[0.12457777559757233, 0.1553943157196045, 0.12410157173871994, 0.09714682400226593, 0.0696961060166359, 0.05421882122755051, 0.14064572751522064, 0.12696263194084167, 0.10725622624158859]"
2,7,"[0.10156670212745667, 0.13764312863349915, 0.11910301446914673, 0.0969485193490982, 0.09290865808725357, 0.05806324630975723, 0.13436609506607056, 0.15381310880184174, 0.105587437748909]"
2,1,"[0.15451271831989288, 0.17510037124156952, 0.14057452976703644, 0.09686717391014099, 0.05062715709209442, 0.05095244571566582, 0.13556919991970062, 0.08996045589447021, 0.10583589226007462]"
5,3,"[0.111562579870224, 0.10521995276212692, 0.14494679868221283, 0.18430104851722717, 0.04314253106713295, 0.10659784078598022, 0.08754810690879822, 0.10021136701107025, 0.11646982282400131]"
8,3,"[0.14628148078918457, 0.0827728882431984, 0.17385517060756683, 0.2141442745923996, 0.02942904643714428, 0.0958196148276329, 0.1185508444905281, 0.07488899677991867, 0.0642576739192009]"
2,3,"[0.12666712701320648, 0.107624851167202, 0.14307694137096405, 0.17144252359867096, 0.055009640753269196, 0.10524189472198486, 0.07562670856714249, 0.10792604088783264, 0.10738427937030792]"
8,3,"[0.11367664486169815, 0.1071300283074379, 0.13977153599262238, 0.1621965914964676, 0.04751671478152275, 0.10644602030515671, 0.08600033819675446, 0.10783744603395462, 0.12942472100257874]"
8,3,"[0.12008266150951385, 0.10840173810720444, 0.1401253342628479, 0.16216270625591278, 0.05312695354223251, 0.10420848429203033, 0.0832330510020256, 0.11197299510240555, 0.11668606847524643]"
8,3,"[0.11261048913002014, 0.10717479139566422, 0.1404995173215866, 0.1643643081188202, 0.04667152464389801, 0.10654494911432266, 0.08660398423671722, 0.10707274079322815, 0.1284576952457428]"
2,3,"[0.11510275304317474, 0.10918233543634415, 0.13798600435256958, 0.155436709523201, 0.0498262420296669, 0.10529067367315292, 0.08702739328145981, 0.11176995933055878, 0.1283780038356781]"
8,3,"[0.11312446743249893, 0.1089075356721878, 0.1383247673511505, 0.15562474727630615, 0.04708246886730194, 0.10568050295114517, 0.08832843601703644, 0.11090335249900818, 0.13202372193336487]"
8,3,"[0.11391931772232056, 0.10905551165342331, 0.1380196362733841, 0.15542101860046387, 0.04810575395822525, 0.10558663308620453, 0.08771663159132004, 0.1103857085108757, 0.13178978860378265]"
3,4,"[0.08488470315933228, 0.06471683830022812, 0.12327950447797775, 0.17462456226348877, 0.2262100726366043, 0.08672812581062317, 0.06696490943431854, 0.06145951524376869, 0.11113177984952927]"
2,4,"[0.08295326679944992, 0.06185339391231537, 0.12403089553117752, 0.1741432249546051, 0.23734839260578156, 0.08897452056407928, 0.06148549169301987, 0.06462641805410385, 0.10458441078662872]"
8,4,"[0.08172989636659622, 0.06409578025341034, 0.12830595672130585, 0.1660672426223755, 0.23045730590820312, 0.09094280749559402, 0.06313484162092209, 0.06739684194326401, 0.10786940902471542]"
2,4,"[0.0904073566198349, 0.06947413831949234, 0.122416190803051, 0.17837068438529968, 0.2098054587841034, 0.0871913880109787, 0.0698135644197464, 0.06308981776237488, 0.10943147540092468]"
3,3,"[0.10209570080041885, 0.08523795753717422, 0.12252259254455566, 0.1783762127161026, 0.1667284369468689, 0.08387245982885361, 0.08192700892686844, 0.06484077125787735, 0.11439882218837738]"
3,4,"[0.07554026693105698, 0.05210970342159271, 0.12219975888729095, 0.1731584221124649, 0.27102506160736084, 0.09010337293148041, 0.05634884163737297, 0.05596049502491951, 0.10355405509471893]"
3,4,"[0.09187550842761993, 0.0692698061466217, 0.12067387998104095, 0.18198253214359283, 0.20975914597511292, 0.08870473504066467, 0.06745421886444092, 0.06680775433778763, 0.10347236692905426]"
8,3,"[0.11106184124946594, 0.10241174697875977, 0.1256595104932785, 0.16112375259399414, 0.11719778180122375, 0.0851670503616333, 0.08691025525331497, 0.102336086332798, 0.10813193023204803]"
4,3,"[0.10900447517633438, 0.09886103123426437, 0.12448954582214355, 0.1675158441066742, 0.12977737188339233, 0.08634262531995773, 0.08123710006475449, 0.09828868508338928, 0.10448324680328369]"
3,3,"[0.11231517791748047, 0.10533512383699417, 0.12505285441875458, 0.15669971704483032, 0.11156909912824631, 0.08413251489400864, 0.09090880304574966, 0.10529188811779022, 0.10869478434324265]"
3,3,"[0.11132342368364334, 0.09163806587457657, 0.12394194304943085, 0.17986513674259186, 0.12546004354953766, 0.09128424525260925, 0.08507343381643295, 0.08719480037689209, 0.10421887040138245]"
1,3,"[0.11677103489637375, 0.10996419191360474, 0.12805216014385223, 0.1550249457359314, 0.1049685925245285, 0.0814744085073471, 0.09176965057849884, 0.10696776956319809, 0.10500726103782654]"
8,3,"[0.0952981486916542, 0.060559287667274475, 0.1116846576333046, 0.24321770668029785, 0.15419626235961914, 0.09838330745697021, 0.08137411624193192, 0.05558965727686882, 0.09969688206911087]"
8,3,"[0.114185631275177, 0.0973869040608406, 0.1332641839981079, 0.17193132638931274, 0.08430355042219162, 0.09737427532672882, 0.0857459008693695, 0.09954151511192322, 0.1162666380405426]"
6,3,"[0.10777773708105087, 0.09592261165380478, 0.13004833459854126, 0.16878800094127655, 0.09264874458312988, 0.0979682132601738, 0.08736838400363922, 0.09785879403352737, 0.12161926925182343]"
8,3,"[0.10548225045204163, 0.09651267528533936, 0.12834128737449646, 0.1649814397096634, 0.09640534222126007, 0.09731797873973846, 0.0885324627161026, 0.09910501539707184, 0.12332151085138321]"
0,3,"[0.10702095180749893, 0.094695545732975, 0.1282665729522705, 0.16895794868469238, 0.10236866772174835, 0.09610337764024734, 0.08710500597953796, 0.09592271596193314, 0.11955925822257996]"
0,3,"[0.11622165143489838, 0.09570285677909851, 0.13258254528045654, 0.17508672177791595, 0.09306451678276062, 0.09434575587511063, 0.08457043766975403, 0.09715909510850906, 0.11126642674207687]"
7,3,"[0.12554596364498138, 0.10012096911668777, 0.13633626699447632, 0.17270894348621368, 0.08426316827535629, 0.09073322266340256, 0.08389316499233246, 0.1017322689294815, 0.1046660915017128]"
0,3,"[0.10010256618261337, 0.06627322733402252, 0.11382301896810532, 0.22392694652080536, 0.14977681636810303, 0.09764577448368073, 0.0811537504196167, 0.06207903102040291, 0.10521890968084335]"
6,3,"[0.13028278946876526, 0.12256589531898499, 0.13225270807743073, 0.13955113291740417, 0.08575382828712463, 0.07129044830799103, 0.09860044717788696, 0.12003995478153229, 0.0996628850698471]"
7,0,"[0.1406829059123993, 0.1272253394126892, 0.13853178918361664, 0.13974492251873016, 0.07439522445201874, 0.06983640789985657, 0.09535253047943115, 0.11898558586835861, 0.09524525701999664]"
1,0,"[0.14977340400218964, 0.13639430701732635, 0.14110291004180908, 0.13266019523143768, 0.06588125228881836, 0.06541924178600311, 0.09952503442764282, 0.11360527575016022, 0.09563831239938736]"
8,0,"[0.15245889127254486, 0.13894784450531006, 0.14163529872894287, 0.130340576171875, 0.06295909732580185, 0.0645267441868782, 0.10094988346099854, 0.11288773268461227, 0.09529387950897217]"
1,0,"[0.1533551961183548, 0.13965265452861786, 0.14456291496753693, 0.1310383379459381, 0.06244324892759323, 0.06447534263134003, 0.09862163662910461, 0.1118738055229187, 0.09397692233324051]"
0,3,"[0.10884863883256912, 0.10652201622724533, 0.1210084930062294, 0.15711015462875366, 0.12662237882614136, 0.08067921549081802, 0.08502263575792313, 0.11002622544765472, 0.10416022688150406]"
3,7,"[0.11228027939796448, 0.13068528473377228, 0.11613716185092926, 0.11904353648424149, 0.10557293891906738, 0.06140885129570961, 0.11421524733304977, 0.13935169577598572, 0.10130498558282852]"
7,7,"[0.10613615810871124, 0.12373770028352737, 0.11517054587602615, 0.12158689647912979, 0.11561418324708939, 0.06554118543863297, 0.1102239191532135, 0.13810905814170837, 0.1038803905248642]"
7,7,"[0.09815970808267593, 0.11981961131095886, 0.11931316554546356, 0.11436358839273453, 0.12451055645942688, 0.06728659570217133, 0.11406587064266205, 0.13643679022789001, 0.10604404658079147]"
3,7,"[0.0991242527961731, 0.12103042751550674, 0.12294862419366837, 0.1122175082564354, 0.12266834080219269, 0.06654184311628342, 0.11532136797904968, 0.13519546389579773, 0.1049521192908287]"
1,3,"[0.10800090432167053, 0.1132233738899231, 0.1193857192993164, 0.1448027491569519, 0.12007501721382141, 0.07641063630580902, 0.0927499532699585, 0.11999242752790451, 0.10535923391580582]"
4,3,"[0.10899346321821213, 0.09639598429203033, 0.12352132052183151, 0.17414209246635437, 0.12941782176494598, 0.08935345709323883, 0.07805562019348145, 0.09501868486404419, 0.10510154068470001]"
3,3,"[0.11039622128009796, 0.09892270714044571, 0.12660935521125793, 0.16964705288410187, 0.1090712621808052, 0.09409493952989578, 0.08381780982017517, 0.09537655860185623, 0.11206401884555817]"
4,3,"[0.10963089019060135, 0.09750119596719742, 0.1209675744175911, 0.18271204829216003, 0.15444082021713257, 0.08305719494819641, 0.06923563033342361, 0.0917418822646141, 0.09071274101734161]"
1,2,"[0.15901179611682892, 0.15781866014003754, 0.162724107503891, 0.12115173041820526, 0.05756104737520218, 0.062273453921079636, 0.1008935421705246, 0.08314187079668045, 0.09542379528284073]"
0,3,"[0.10915958881378174, 0.1105252131819725, 0.12037936598062515, 0.15222537517547607, 0.12402095645666122, 0.07829488813877106, 0.08806557953357697, 0.11403848230838776, 0.10329049825668335]"
7,3,"[0.10833532363176346, 0.1076001524925232, 0.12162142992019653, 0.14841768145561218, 0.1166018694639206, 0.08098215609788895, 0.09280556440353394, 0.11394842714071274, 0.10968735814094543]"
1,3,"[0.10851135104894638, 0.1099439486861229, 0.12087676674127579, 0.14452606439590454, 0.11394000798463821, 0.07945971935987473, 0.09575463831424713, 0.11718592047691345, 0.10980156064033508]"
4,3,"[0.10882191359996796, 0.11020778864622116, 0.12103835493326187, 0.14472739398479462, 0.1142224669456482, 0.07911906391382217, 0.09560132771730423, 0.11693736910820007, 0.10932429879903793]"
2,3,"[0.10848590731620789, 0.10675106942653656, 0.12207205593585968, 0.14990276098251343, 0.1169251948595047, 0.08165930211544037, 0.09200317412614822, 0.1125190258026123, 0.10968151688575745]"
8,4,"[0.08715980499982834, 0.10756230354309082, 0.12382818758487701, 0.1168050542473793, 0.14098407328128815, 0.07604959607124329, 0.10677690804004669, 0.12355687469244003, 0.11727719008922577]"
0,2,"[0.1299268752336502, 0.1363573521375656, 0.1476891040802002, 0.13143186271190643, 0.0842764750123024, 0.07221189141273499, 0.10039131343364716, 0.1007857546210289, 0.09692931920289993]"
3,4,"[0.0862034261226654, 0.10112860798835754, 0.12620992958545685, 0.12119265645742416, 0.155919149518013, 0.07686425000429153, 0.09752216935157776, 0.11822520941495895, 0.1167345643043518]"
3,3,"[0.11822426319122314, 0.09464725852012634, 0.12801633775234222, 0.18161830306053162, 0.12500229477882385, 0.0898129940032959, 0.083700031042099, 0.07513484358787537, 0.10384370386600494]"
3,3,"[0.12324802577495575, 0.10175542533397675, 0.13535116612911224, 0.19035205245018005, 0.10186149924993515, 0.10071197152137756, 0.07455021142959595, 0.08593954890966415, 0.08623012155294418]"
3,3,"[0.11467430740594864, 0.100759357213974, 0.12375485897064209, 0.1753627210855484, 0.1198926717042923, 0.09388864040374756, 0.08444128185510635, 0.0904514417052269, 0.09677475690841675]"
6,3,"[0.11950148642063141, 0.10094749927520752, 0.12870924174785614, 0.18676619231700897, 0.11067591607570648, 0.1008206158876419, 0.07930038124322891, 0.08542703092098236, 0.08785160630941391]"
3,3,"[0.109273262321949, 0.0834500715136528, 0.11642957478761673, 0.19823817908763885, 0.15960310399532318, 0.09262286126613617, 0.07447704672813416, 0.07283192873001099, 0.09307395666837692]"
3,3,"[0.11094881594181061, 0.08970978111028671, 0.12159096449613571, 0.18722958862781525, 0.14176417887210846, 0.09054407477378845, 0.0773124173283577, 0.08283421397209167, 0.09806601703166962]"
